"age_band","records","deaths","complete_case_records","complete_case_deaths","baseline","survey","country"
"48-59",2169,14,2169,14,"previous_primary","CG51FL","COG"
"<1",4855,158,3972,134,"eligible_MAP","CG51FL","COG"
"1-5",4277,71,3415,58,"eligible_MAP","CG51FL","COG"
"6-11",4075,74,3265,59,"eligible_MAP","CG51FL","COG"
"12-23",3468,59,2691,44,"eligible_MAP","CG51FL","COG"
"24-35",3181,32,2383,22,"eligible_MAP","CG51FL","COG"
"36-47",3010,21,2378,16,"eligible_MAP","CG51FL","COG"
"48-59",2928,17,2170,14,"eligible_MAP","CG51FL","COG"
"<1",3972,134,3972,134,"regional_baseline","CG51FL","COG"
"1-5",3415,58,3415,58,"regional_baseline","CG51FL","COG"
"6-11",3265,59,3265,59,"regional_baseline","CG51FL","COG"
"12-23",2691,44,2691,44,"regional_baseline","CG51FL","COG"
"24-35",2383,22,2383,22,"regional_baseline","CG51FL","COG"
"36-47",2378,16,2378,16,"regional_baseline","CG51FL","COG"
"48-59",2170,14,2170,14,"regional_baseline","CG51FL","COG"
"<1",9364,182,9364,182,"previous_primary","CG61FL","COG"
"1-5",8387,103,8387,103,"previous_primary","CG61FL","COG"
"6-11",7921,68,7921,68,"previous_primary","CG61FL","COG"
"12-23",6676,70,6676,70,"previous_primary","CG61FL","COG"
"24-35",6551,60,6551,60,"previous_primary","CG61FL","COG"
"36-47",6180,30,6180,30,"previous_primary","CG61FL","COG"
"48-59",5937,22,5937,22,"previous_primary","CG61FL","COG"
"<1",9367,182,9367,182,"eligible_MAP","CG61FL","COG"
"1-5",8390,103,8390,103,"eligible_MAP","CG61FL","COG"
"6-11",7924,69,7924,69,"eligible_MAP","CG61FL","COG"
"12-23",6678,70,6678,70,"eligible_MAP","CG61FL","COG"
"24-35",6552,60,6552,60,"eligible_MAP","CG61FL","COG"
"36-47",6181,30,6181,30,"eligible_MAP","CG61FL","COG"
"48-59",5937,22,5937,22,"eligible_MAP","CG61FL","COG"
"<1",9367,182,9367,182,"regional_baseline","CG61FL","COG"
"1-5",8390,103,8390,103,"regional_baseline","CG61FL","COG"
"6-11",7924,69,7924,69,"regional_baseline","CG61FL","COG"
"12-23",6678,70,6678,70,"regional_baseline","CG61FL","COG"
"24-35",6552,60,6552,60,"regional_baseline","CG61FL","COG"
"36-47",6181,30,6181,30,"regional_baseline","CG61FL","COG"
"48-59",5937,22,5937,22,"regional_baseline","CG61FL","COG"
"<1",3147,72,3147,72,"previous_primary","KM61FL","COM"
"1-5",2824,22,2824,22,"previous_primary","KM61FL","COM"
"6-11",2707,7,2707,7,"previous_primary","KM61FL","COM"
"12-23",2309,5,2309,5,"previous_primary","KM61FL","COM"
"24-35",2339,9,2339,9,"previous_primary","KM61FL","COM"
"36-47",2302,7,2302,7,"previous_primary","KM61FL","COM"
"48-59",2308,7,2308,7,"previous_primary","KM61FL","COM"
"<1",3160,72,3160,72,"eligible_MAP","KM61FL","COM"
"1-5",2835,22,2835,22,"eligible_MAP","KM61FL","COM"
"6-11",2715,7,2715,7,"eligible_MAP","KM61FL","COM"
"12-23",2316,5,2316,5,"eligible_MAP","KM61FL","COM"
"24-35",2346,9,2346,9,"eligible_MAP","KM61FL","COM"
"36-47",2308,7,2308,7,"eligible_MAP","KM61FL","COM"
"48-59",2318,7,2318,7,"eligible_MAP","KM61FL","COM"
"<1",3160,72,3160,72,"regional_baseline","KM61FL","COM"
"1-5",2835,22,2835,22,"regional_baseline","KM61FL","COM"
"6-11",2715,7,2715,7,"regional_baseline","KM61FL","COM"
"12-23",2316,5,2316,5,"regional_baseline","KM61FL","COM"
"24-35",2346,9,2346,9,"regional_baseline","KM61FL","COM"
"36-47",2308,7,2308,7,"regional_baseline","KM61FL","COM"
"48-59",2318,7,2318,7,"regional_baseline","KM61FL","COM"
"<1",464,23,0,0,"eligible_MAP","ET41FL","ETH"
"1-5",4,0,0,0,"eligible_MAP","ET41FL","ETH"
"<1",7815,266,7815,266,"previous_primary","ET51FL","ETH"
"1-5",6751,147,6751,147,"previous_primary","ET51FL","ETH"
"6-11",6446,86,6446,86,"previous_primary","ET51FL","ETH"
"12-23",5601,64,5601,64,"previous_primary","ET51FL","ETH"
"24-35",5744,69,5744,69,"previous_primary","ET51FL","ETH"
"36-47",5559,68,5559,68,"previous_primary","ET51FL","ETH"
"48-59",5658,37,5658,37,"previous_primary","ET51FL","ETH"
"<1",9888,340,7815,266,"eligible_MAP","ET51FL","ETH"
"1-5",8759,190,6751,147,"eligible_MAP","ET51FL","ETH"
"6-11",8353,111,6446,86,"eligible_MAP","ET51FL","ETH"
"12-23",7288,88,5601,64,"eligible_MAP","ET51FL","ETH"
"24-35",7613,96,5744,69,"eligible_MAP","ET51FL","ETH"
"36-47",7608,102,5559,68,"eligible_MAP","ET51FL","ETH"
"48-59",7598,57,5658,37,"eligible_MAP","ET51FL","ETH"
"<1",7815,266,7815,266,"regional_baseline","ET51FL","ETH"
"1-5",6751,147,6751,147,"regional_baseline","ET51FL","ETH"
"6-11",6446,86,6446,86,"regional_baseline","ET51FL","ETH"
"12-23",5601,64,5601,64,"regional_baseline","ET51FL","ETH"
"24-35",5744,69,5744,69,"regional_baseline","ET51FL","ETH"
"36-47",5559,68,5559,68,"regional_baseline","ET51FL","ETH"
"48-59",5658,37,5658,37,"regional_baseline","ET51FL","ETH"
"<1",11702,419,11702,419,"previous_primary","ET61FL","ETH"
"1-5",10395,139,10395,139,"previous_primary","ET61FL","ETH"
"6-11",10092,101,10092,101,"previous_primary","ET61FL","ETH"
"12-23",8978,91,8978,91,"previous_primary","ET61FL","ETH"
"24-35",9210,87,9210,87,"previous_primary","ET61FL","ETH"
"36-47",9075,76,9075,76,"previous_primary","ET61FL","ETH"
"48-59",8860,45,8860,45,"previous_primary","ET61FL","ETH"
"<1",11702,419,11702,419,"eligible_MAP","ET61FL","ETH"
"1-5",10395,139,10395,139,"eligible_MAP","ET61FL","ETH"
"6-11",10092,101,10092,101,"eligible_MAP","ET61FL","ETH"
"12-23",8978,91,8978,91,"eligible_MAP","ET61FL","ETH"
"24-35",9210,87,9210,87,"eligible_MAP","ET61FL","ETH"
"36-47",9075,76,9075,76,"eligible_MAP","ET61FL","ETH"
"48-59",8860,45,8860,45,"eligible_MAP","ET61FL","ETH"
"<1",11702,419,11702,419,"regional_baseline","ET61FL","ETH"
"1-5",10395,139,10395,139,"regional_baseline","ET61FL","ETH"
"6-11",10092,101,10092,101,"regional_baseline","ET61FL","ETH"
"12-23",8978,91,8978,91,"regional_baseline","ET61FL","ETH"
"24-35",9210,87,9210,87,"regional_baseline","ET61FL","ETH"
"36-47",9075,76,9075,76,"regional_baseline","ET61FL","ETH"
"48-59",8860,45,8860,45,"regional_baseline","ET61FL","ETH"
"<1",10644,323,10644,323,"previous_primary","ET71FL","ETH"
"1-5",9609,108,9609,108,"previous_primary","ET71FL","ETH"
"6-11",9355,81,9355,81,"previous_primary","ET71FL","ETH"
"12-23",8123,78,8123,78,"previous_primary","ET71FL","ETH"
"24-35",8251,53,8251,53,"previous_primary","ET71FL","ETH"
"36-47",8346,44,8346,44,"previous_primary","ET71FL","ETH"
"48-59",8377,24,8377,24,"previous_primary","ET71FL","ETH"
"<1",10644,323,10644,323,"eligible_MAP","ET71FL","ETH"
"1-5",9609,108,9609,108,"eligible_MAP","ET71FL","ETH"
"6-11",9355,81,9355,81,"eligible_MAP","ET71FL","ETH"
"12-23",8123,78,8123,78,"eligible_MAP","ET71FL","ETH"
"24-35",8251,53,8251,53,"eligible_MAP","ET71FL","ETH"
"36-47",8346,44,8346,44,"eligible_MAP","ET71FL","ETH"
"48-59",8377,24,8377,24,"eligible_MAP","ET71FL","ETH"
"<1",10644,323,10644,323,"regional_baseline","ET71FL","ETH"
"1-5",9609,108,9609,108,"regional_baseline","ET71FL","ETH"
"6-11",9355,81,9355,81,"regional_baseline","ET71FL","ETH"
"12-23",8123,78,8123,78,"regional_baseline","ET71FL","ETH"
"24-35",8251,53,8251,53,"regional_baseline","ET71FL","ETH"
"36-47",8346,44,8346,44,"regional_baseline","ET71FL","ETH"
"48-59",8377,24,8377,24,"regional_baseline","ET71FL","ETH"
"<1",5770,222,5770,222,"previous_primary","ET81FL","ETH"
"1-5",5179,39,5179,39,"previous_primary","ET81FL","ETH"
"6-11",5092,29,5092,29,"previous_primary","ET81FL","ETH"
"12-23",4422,24,4422,24,"previous_primary","ET81FL","ETH"
"24-35",4373,23,4373,23,"previous_primary","ET81FL","ETH"
"36-47",4499,17,4499,17,"previous_primary","ET81FL","ETH"
"48-59",4462,8,4462,8,"previous_primary","ET81FL","ETH"
"<1",5770,222,5770,222,"eligible_MAP","ET81FL","ETH"
"1-5",5179,39,5179,39,"eligible_MAP","ET81FL","ETH"
"6-11",5092,29,5092,29,"eligible_MAP","ET81FL","ETH"
"12-23",4422,24,4422,24,"eligible_MAP","ET81FL","ETH"
"24-35",4373,23,4373,23,"eligible_MAP","ET81FL","ETH"
"36-47",4499,17,4499,17,"eligible_MAP","ET81FL","ETH"
"48-59",4462,8,4462,8,"eligible_MAP","ET81FL","ETH"
"<1",5770,222,5770,222,"regional_baseline","ET81FL","ETH"
"1-5",5179,39,5179,39,"regional_baseline","ET81FL","ETH"
"6-11",5092,29,5092,29,"regional_baseline","ET81FL","ETH"
"12-23",4422,24,4422,24,"regional_baseline","ET81FL","ETH"
"24-35",4373,23,4373,23,"regional_baseline","ET81FL","ETH"
"36-47",4499,17,4499,17,"regional_baseline","ET81FL","ETH"
"48-59",4462,8,4462,8,"regional_baseline","ET81FL","ETH"
"<1",11417,281,11417,281,"previous_primary","ET8AFL","ETH"
"1-5",11245,108,11245,108,"previous_primary","ET8AFL","ETH"
"6-11",11005,68,11005,68,"previous_primary","ET8AFL","ETH"
"12-23",10915,60,10915,60,"previous_primary","ET8AFL","ETH"
"24-35",10955,40,10955,40,"previous_primary","ET8AFL","ETH"
"36-47",10688,36,10688,36,"previous_primary","ET8AFL","ETH"
"48-59",10449,13,10449,13,"previous_primary","ET8AFL","ETH"
"<1",13602,336,11417,281,"eligible_MAP","ET8AFL","ETH"
"1-5",12390,115,11245,108,"eligible_MAP","ET8AFL","ETH"
"6-11",12040,76,11005,68,"eligible_MAP","ET8AFL","ETH"
"12-23",10946,60,10915,60,"eligible_MAP","ET8AFL","ETH"
"24-35",10985,40,10955,40,"eligible_MAP","ET8AFL","ETH"
"36-47",10730,36,10688,36,"eligible_MAP","ET8AFL","ETH"
"48-59",10481,13,10449,13,"eligible_MAP","ET8AFL","ETH"
"<1",11417,281,11417,281,"regional_baseline","ET8AFL","ETH"
"1-5",11245,108,11245,108,"regional_baseline","ET8AFL","ETH"
"6-11",11005,68,11005,68,"regional_baseline","ET8AFL","ETH"
"12-23",10915,60,10915,60,"regional_baseline","ET8AFL","ETH"
"24-35",10955,40,10955,40,"regional_baseline","ET8AFL","ETH"
"36-47",10688,36,10688,36,"regional_baseline","ET8AFL","ETH"
"48-59",10449,13,10449,13,"regional_baseline","ET8AFL","ETH"
"<1",761,21,0,0,"eligible_MAP","GA41FL","GAB"
"1-5",382,8,0,0,"eligible_MAP","GA41FL","GAB"
"6-11",359,5,0,0,"eligible_MAP","GA41FL","GAB"
"12-23",2,0,0,0,"eligible_MAP","GA41FL","GAB"
"24-35",2,0,0,0,"eligible_MAP","GA41FL","GAB"
"36-47",1,0,0,0,"eligible_MAP","GA41FL","GAB"
"48-59",1,0,0,0,"eligible_MAP","GA41FL","GAB"
"<1",6086,138,6086,138,"previous_primary","GA61FL","GAB"
"1-5",5450,40,5450,40,"previous_primary","GA61FL","GAB"
"6-11",5136,55,5136,55,"previous_primary","GA61FL","GAB"
"12-23",4403,36,4403,36,"previous_primary","GA61FL","GAB"
"24-35",4273,33,4273,33,"previous_primary","GA61FL","GAB"
"36-47",4120,17,4120,17,"previous_primary","GA61FL","GAB"
"48-59",4012,11,4012,11,"previous_primary","GA61FL","GAB"
"<1",6091,139,6091,139,"eligible_MAP","GA61FL","GAB"
"1-5",5454,40,5454,40,"eligible_MAP","GA61FL","GAB"
"6-11",5140,55,5140,55,"eligible_MAP","GA61FL","GAB"
"12-23",4407,36,4407,36,"eligible_MAP","GA61FL","GAB"
"24-35",4277,33,4277,33,"eligible_MAP","GA61FL","GAB"
"36-47",4122,17,4122,17,"eligible_MAP","GA61FL","GAB"
"48-59",4015,11,4015,11,"eligible_MAP","GA61FL","GAB"
"<1",6091,139,6091,139,"regional_baseline","GA61FL","GAB"
"1-5",5454,40,5454,40,"regional_baseline","GA61FL","GAB"
"6-11",5140,55,5140,55,"regional_baseline","GA61FL","GAB"
"12-23",4407,36,4407,36,"regional_baseline","GA61FL","GAB"
"24-35",4277,33,4277,33,"regional_baseline","GA61FL","GAB"
"36-47",4122,17,4122,17,"regional_baseline","GA61FL","GAB"
"48-59",4015,11,4015,11,"regional_baseline","GA61FL","GAB"
"<1",6391,115,6391,115,"previous_primary","GA71FL","GAB"
"1-5",5818,46,5818,46,"previous_primary","GA71FL","GAB"
"6-11",5598,35,5598,35,"previous_primary","GA71FL","GAB"
"12-23",4837,36,4837,36,"previous_primary","GA71FL","GAB"
"24-35",4796,34,4796,34,"previous_primary","GA71FL","GAB"
"36-47",4589,15,4589,15,"previous_primary","GA71FL","GAB"
"48-59",4406,10,4406,10,"previous_primary","GA71FL","GAB"
"<1",6391,115,6391,115,"eligible_MAP","GA71FL","GAB"
"1-5",5818,46,5818,46,"eligible_MAP","GA71FL","GAB"
"6-11",5598,35,5598,35,"eligible_MAP","GA71FL","GAB"
"12-23",4837,36,4837,36,"eligible_MAP","GA71FL","GAB"
"24-35",4796,34,4796,34,"eligible_MAP","GA71FL","GAB"
"36-47",4589,15,4589,15,"eligible_MAP","GA71FL","GAB"
"48-59",4406,10,4406,10,"eligible_MAP","GA71FL","GAB"
"<1",6391,115,6391,115,"regional_baseline","GA71FL","GAB"
"1-5",5818,46,5818,46,"regional_baseline","GA71FL","GAB"
"6-11",5598,35,5598,35,"regional_baseline","GA71FL","GAB"
"12-23",4837,36,4837,36,"regional_baseline","GA71FL","GAB"
"24-35",4796,34,4796,34,"regional_baseline","GA71FL","GAB"
"36-47",4589,15,4589,15,"regional_baseline","GA71FL","GAB"
"48-59",4406,10,4406,10,"regional_baseline","GA71FL","GAB"
"<1",2189,89,2189,89,"previous_primary","GH4BFL","GHA"
"1-5",1850,30,1850,30,"previous_primary","GH4BFL","GHA"
"6-11",1670,15,1670,15,"previous_primary","GH4BFL","GHA"
"12-23",1228,23,1228,23,"previous_primary","GH4BFL","GHA"
"24-35",1179,17,1179,17,"previous_primary","GH4BFL","GHA"
"36-47",1238,17,1238,17,"previous_primary","GH4BFL","GHA"
"48-59",1122,8,1122,8,"previous_primary","GH4BFL","GHA"
"<1",2910,114,2189,89,"eligible_MAP","GH4BFL","GHA"
"1-5",2536,34,1850,30,"eligible_MAP","GH4BFL","GHA"
"6-11",2386,22,1670,15,"eligible_MAP","GH4BFL","GHA"
"12-23",1990,31,1228,23,"eligible_MAP","GH4BFL","GHA"
"24-35",1874,23,1179,17,"eligible_MAP","GH4BFL","GHA"
"36-47",1825,23,1238,17,"eligible_MAP","GH4BFL","GHA"
"48-59",1832,11,1122,8,"eligible_MAP","GH4BFL","GHA"
"<1",2189,89,2189,89,"regional_baseline","GH4BFL","GHA"
"1-5",1850,30,1850,30,"regional_baseline","GH4BFL","GHA"
"6-11",1670,15,1670,15,"regional_baseline","GH4BFL","GHA"
"12-23",1228,23,1228,23,"regional_baseline","GH4BFL","GHA"
"24-35",1179,17,1179,17,"regional_baseline","GH4BFL","GHA"
"36-47",1238,17,1238,17,"regional_baseline","GH4BFL","GHA"
"48-59",1122,8,1122,8,"regional_baseline","GH4BFL","GHA"
"<1",2987,93,2987,93,"previous_primary","GH5AFL","GHA"
"1-5",2636,32,2636,32,"previous_primary","GH5AFL","GHA"
"6-11",2501,22,2501,22,"previous_primary","GH5AFL","GHA"
"12-23",2125,30,2125,30,"previous_primary","GH5AFL","GHA"
"24-35",2159,20,2159,20,"previous_primary","GH5AFL","GHA"
"36-47",2175,14,2175,14,"previous_primary","GH5AFL","GHA"
"48-59",2117,6,2117,6,"previous_primary","GH5AFL","GHA"
"<1",2999,93,2999,93,"eligible_MAP","GH5AFL","GHA"
"1-5",2648,32,2648,32,"eligible_MAP","GH5AFL","GHA"
"6-11",2512,23,2512,23,"eligible_MAP","GH5AFL","GHA"
"12-23",2135,30,2135,30,"eligible_MAP","GH5AFL","GHA"
"24-35",2167,20,2167,20,"eligible_MAP","GH5AFL","GHA"
"36-47",2185,15,2185,15,"eligible_MAP","GH5AFL","GHA"
"48-59",2126,6,2126,6,"eligible_MAP","GH5AFL","GHA"
"<1",2999,93,2999,93,"regional_baseline","GH5AFL","GHA"
"1-5",2648,32,2648,32,"regional_baseline","GH5AFL","GHA"
"6-11",2512,23,2512,23,"regional_baseline","GH5AFL","GHA"
"12-23",2135,30,2135,30,"regional_baseline","GH5AFL","GHA"
"24-35",2167,20,2167,20,"regional_baseline","GH5AFL","GHA"
"36-47",2185,15,2185,15,"regional_baseline","GH5AFL","GHA"
"48-59",2126,6,2126,6,"regional_baseline","GH5AFL","GHA"
"<1",5927,169,5927,169,"previous_primary","GH72FL","GHA"
"1-5",5272,47,5272,47,"previous_primary","GH72FL","GHA"
"6-11",5037,30,5037,30,"previous_primary","GH72FL","GHA"
"12-23",4335,24,4335,24,"previous_primary","GH72FL","GHA"
"24-35",4309,24,4309,24,"previous_primary","GH72FL","GHA"
"36-47",4260,17,4260,17,"previous_primary","GH72FL","GHA"
"48-59",4212,14,4212,14,"previous_primary","GH72FL","GHA"
"<1",5927,169,5927,169,"eligible_MAP","GH72FL","GHA"
"1-5",5272,47,5272,47,"eligible_MAP","GH72FL","GHA"
"6-11",5037,30,5037,30,"eligible_MAP","GH72FL","GHA"
"12-23",4335,24,4335,24,"eligible_MAP","GH72FL","GHA"
"24-35",4309,24,4309,24,"eligible_MAP","GH72FL","GHA"
"36-47",4260,17,4260,17,"eligible_MAP","GH72FL","GHA"
"48-59",4212,14,4212,14,"eligible_MAP","GH72FL","GHA"
"<1",5927,169,5927,169,"regional_baseline","GH72FL","GHA"
"1-5",5272,47,5272,47,"regional_baseline","GH72FL","GHA"
"6-11",5037,30,5037,30,"regional_baseline","GH72FL","GHA"
"12-23",4335,24,4335,24,"regional_baseline","GH72FL","GHA"
"24-35",4309,24,4309,24,"regional_baseline","GH72FL","GHA"
"36-47",4260,17,4260,17,"regional_baseline","GH72FL","GHA"
"48-59",4212,14,4212,14,"regional_baseline","GH72FL","GHA"
"<1",9355,163,9355,163,"previous_primary","GH8CFL","GHA"
"1-5",8545,59,8545,59,"previous_primary","GH8CFL","GHA"
"6-11",8226,19,8226,19,"previous_primary","GH8CFL","GHA"
"12-23",7072,24,7072,24,"previous_primary","GH8CFL","GHA"
"24-35",7041,27,7041,27,"previous_primary","GH8CFL","GHA"
"36-47",6823,19,6823,19,"previous_primary","GH8CFL","GHA"
"48-59",6669,10,6669,10,"previous_primary","GH8CFL","GHA"
"<1",9355,163,9355,163,"eligible_MAP","GH8CFL","GHA"
"1-5",8545,59,8545,59,"eligible_MAP","GH8CFL","GHA"
"6-11",8226,19,8226,19,"eligible_MAP","GH8CFL","GHA"
"12-23",7072,24,7072,24,"eligible_MAP","GH8CFL","GHA"
"24-35",7041,27,7041,27,"eligible_MAP","GH8CFL","GHA"
"36-47",6823,19,6823,19,"eligible_MAP","GH8CFL","GHA"
"48-59",6669,10,6669,10,"eligible_MAP","GH8CFL","GHA"
"<1",9355,163,9355,163,"regional_baseline","GH8CFL","GHA"
"1-5",8545,59,8545,59,"regional_baseline","GH8CFL","GHA"
"6-11",8226,19,8226,19,"regional_baseline","GH8CFL","GHA"
"12-23",7072,24,7072,24,"regional_baseline","GH8CFL","GHA"
"24-35",7041,27,7041,27,"regional_baseline","GH8CFL","GHA"
"36-47",6823,19,6823,19,"regional_baseline","GH8CFL","GHA"
"48-59",6669,10,6669,10,"regional_baseline","GH8CFL","GHA"
"<1",5214,212,5214,212,"previous_primary","GN52FL","GIN"
"1-5",4467,110,4467,110,"previous_primary","GN52FL","GIN"
"6-11",4089,103,4089,103,"previous_primary","GN52FL","GIN"
"12-23",3365,85,3365,85,"previous_primary","GN52FL","GIN"
"24-35",3171,70,3171,70,"previous_primary","GN52FL","GIN"
"36-47",3503,51,3503,51,"previous_primary","GN52FL","GIN"
"48-59",3530,24,3530,24,"previous_primary","GN52FL","GIN"
"<1",6432,262,5215,212,"eligible_MAP","GN52FL","GIN"
"1-5",5627,144,4468,110,"eligible_MAP","GN52FL","GIN"
"6-11",5248,131,4090,103,"eligible_MAP","GN52FL","GIN"
"12-23",4503,116,3366,85,"eligible_MAP","GN52FL","GIN"
"24-35",4649,118,3171,70,"eligible_MAP","GN52FL","GIN"
"36-47",4706,61,3503,51,"eligible_MAP","GN52FL","GIN"
"48-59",4743,35,3530,24,"eligible_MAP","GN52FL","GIN"
"<1",5215,212,5215,212,"regional_baseline","GN52FL","GIN"
"1-5",4468,110,4468,110,"regional_baseline","GN52FL","GIN"
"6-11",4090,103,4090,103,"regional_baseline","GN52FL","GIN"
"12-23",3366,85,3366,85,"regional_baseline","GN52FL","GIN"
"24-35",3171,70,3171,70,"regional_baseline","GN52FL","GIN"
"36-47",3503,51,3503,51,"regional_baseline","GN52FL","GIN"
"48-59",3530,24,3530,24,"regional_baseline","GN52FL","GIN"
"<1",7092,239,7092,239,"previous_primary","GN62FL","GIN"
"1-5",6302,88,6302,88,"previous_primary","GN62FL","GIN"
"6-11",6089,115,6089,115,"previous_primary","GN62FL","GIN"
"12-23",5025,109,5025,109,"previous_primary","GN62FL","GIN"
"24-35",5218,81,5218,81,"previous_primary","GN62FL","GIN"
"36-47",5159,61,5159,61,"previous_primary","GN62FL","GIN"
"48-59",5035,40,5035,40,"previous_primary","GN62FL","GIN"
"<1",7092,239,7092,239,"eligible_MAP","GN62FL","GIN"
"1-5",6302,88,6302,88,"eligible_MAP","GN62FL","GIN"
"6-11",6089,115,6089,115,"eligible_MAP","GN62FL","GIN"
"12-23",5025,109,5025,109,"eligible_MAP","GN62FL","GIN"
"24-35",5218,81,5218,81,"eligible_MAP","GN62FL","GIN"
"36-47",5159,61,5159,61,"eligible_MAP","GN62FL","GIN"
"48-59",5035,40,5035,40,"eligible_MAP","GN62FL","GIN"
"<1",7092,239,7092,239,"regional_baseline","GN62FL","GIN"
"1-5",6302,88,6302,88,"regional_baseline","GN62FL","GIN"
"6-11",6089,115,6089,115,"regional_baseline","GN62FL","GIN"
"12-23",5025,109,5025,109,"regional_baseline","GN62FL","GIN"
"24-35",5218,81,5218,81,"regional_baseline","GN62FL","GIN"
"36-47",5159,61,5159,61,"regional_baseline","GN62FL","GIN"
"48-59",5035,40,5035,40,"regional_baseline","GN62FL","GIN"
"<1",7990,268,7990,268,"previous_primary","GN71FL","GIN"
"1-5",7238,122,7238,122,"previous_primary","GN71FL","GIN"
"6-11",7248,104,7248,104,"previous_primary","GN71FL","GIN"
"12-23",6176,101,6176,101,"previous_primary","GN71FL","GIN"
"24-35",6253,96,6253,96,"previous_primary","GN71FL","GIN"
"36-47",6074,46,6074,46,"previous_primary","GN71FL","GIN"
"48-59",5923,32,5923,32,"previous_primary","GN71FL","GIN"
"<1",7990,268,7990,268,"eligible_MAP","GN71FL","GIN"
"1-5",7238,122,7238,122,"eligible_MAP","GN71FL","GIN"
"6-11",7248,104,7248,104,"eligible_MAP","GN71FL","GIN"
"12-23",6176,101,6176,101,"eligible_MAP","GN71FL","GIN"
"24-35",6253,96,6253,96,"eligible_MAP","GN71FL","GIN"
"36-47",6074,46,6074,46,"eligible_MAP","GN71FL","GIN"
"48-59",5923,32,5923,32,"eligible_MAP","GN71FL","GIN"
"<1",7990,268,7990,268,"regional_baseline","GN71FL","GIN"
"1-5",7238,122,7238,122,"regional_baseline","GN71FL","GIN"
"6-11",7248,104,7248,104,"regional_baseline","GN71FL","GIN"
"12-23",6176,101,6176,101,"regional_baseline","GN71FL","GIN"
"24-35",6253,96,6253,96,"regional_baseline","GN71FL","GIN"
"36-47",6074,46,6074,46,"regional_baseline","GN71FL","GIN"
"48-59",5923,32,5923,32,"regional_baseline","GN71FL","GIN"
"<1",8096,173,8096,173,"previous_primary","GM61FL","GMB"
"1-5",7149,38,7149,38,"previous_primary","GM61FL","GMB"
"6-11",6844,27,6844,27,"previous_primary","GM61FL","GMB"
"12-23",5829,40,5829,40,"previous_primary","GM61FL","GMB"
"24-35",5740,29,5740,29,"previous_primary","GM61FL","GMB"
"36-47",5551,19,5551,19,"previous_primary","GM61FL","GMB"
"48-59",5395,11,5395,11,"previous_primary","GM61FL","GMB"
"<1",8097,173,8097,173,"eligible_MAP","GM61FL","GMB"
"1-5",7150,38,7150,38,"eligible_MAP","GM61FL","GMB"
"6-11",6845,27,6845,27,"eligible_MAP","GM61FL","GMB"
"12-23",5830,40,5830,40,"eligible_MAP","GM61FL","GMB"
"24-35",5741,29,5741,29,"eligible_MAP","GM61FL","GMB"
"36-47",5552,19,5552,19,"eligible_MAP","GM61FL","GMB"
"48-59",5396,11,5396,11,"eligible_MAP","GM61FL","GMB"
"<1",8097,173,8097,173,"regional_baseline","GM61FL","GMB"
"1-5",7150,38,7150,38,"regional_baseline","GM61FL","GMB"
"6-11",6845,27,6845,27,"regional_baseline","GM61FL","GMB"
"12-23",5830,40,5830,40,"regional_baseline","GM61FL","GMB"
"24-35",5741,29,5741,29,"regional_baseline","GM61FL","GMB"
"36-47",5552,19,5552,19,"regional_baseline","GM61FL","GMB"
"48-59",5396,11,5396,11,"regional_baseline","GM61FL","GMB"
"<1",8369,286,8369,286,"previous_primary","GM81FL","GMB"
"1-5",7354,52,7354,52,"previous_primary","GM81FL","GMB"
"6-11",7252,34,7252,34,"previous_primary","GM81FL","GMB"
"12-23",6382,49,6382,49,"previous_primary","GM81FL","GMB"
"24-35",6492,36,6492,36,"previous_primary","GM81FL","GMB"
"36-47",6636,20,6636,20,"previous_primary","GM81FL","GMB"
"48-59",6640,9,6640,9,"previous_primary","GM81FL","GMB"
"<1",8369,286,8369,286,"eligible_MAP","GM81FL","GMB"
"1-5",7354,52,7354,52,"eligible_MAP","GM81FL","GMB"
"6-11",7252,34,7252,34,"eligible_MAP","GM81FL","GMB"
"12-23",6382,49,6382,49,"eligible_MAP","GM81FL","GMB"
"24-35",6492,36,6492,36,"eligible_MAP","GM81FL","GMB"
"36-47",6636,20,6636,20,"eligible_MAP","GM81FL","GMB"
"48-59",6640,9,6640,9,"eligible_MAP","GM81FL","GMB"
"<1",8369,286,8369,286,"regional_baseline","GM81FL","GMB"
"1-5",7354,52,7354,52,"regional_baseline","GM81FL","GMB"
"6-11",7252,34,7252,34,"regional_baseline","GM81FL","GMB"
"12-23",6382,49,6382,49,"regional_baseline","GM81FL","GMB"
"24-35",6492,36,6492,36,"regional_baseline","GM81FL","GMB"
"36-47",6636,20,6636,20,"regional_baseline","GM81FL","GMB"
"48-59",6640,9,6640,9,"regional_baseline","GM81FL","GMB"
"<1",3011,99,3011,99,"previous_primary","KE42FL","KEN"
"1-5",2478,60,2478,60,"previous_primary","KE42FL","KEN"
"6-11",2267,49,2267,49,"previous_primary","KE42FL","KEN"
"12-23",1633,20,1633,20,"previous_primary","KE42FL","KEN"
"24-35",1487,15,1487,15,"previous_primary","KE42FL","KEN"
"36-47",1491,18,1491,18,"previous_primary","KE42FL","KEN"
"48-59",1430,7,1430,7,"previous_primary","KE42FL","KEN"
"<1",4187,141,3012,99,"eligible_MAP","KE42FL","KEN"
"1-5",3587,86,2478,60,"eligible_MAP","KE42FL","KEN"
