"survey","country","regkey","region","entry_year","rows","snow_coverage","snow_pfpr_pct","map_pfpr_pct"
"AO71FL","AGO","zaire","AGO:AO71FL:zaire",2013,367,0.96018070180533,32.7077995488133,21.0528574116024
"AO71FL","AGO","zaire","AGO:AO71FL:zaire",2011,344,0.96018070180533,39.8470565248094,26.2306990342738
"AO71FL","AGO","cuanzasul","AGO:AO71FL:cuanzasul",2010,86,0.999101706525275,17.8330080530048,18.6470550062035
"AO71FL","AGO","cunene","AGO:AO71FL:cunene",2013,391,0.999820985811135,3.50880524289703,6.7661311740928
"AO71FL","AGO","cunene","AGO:AO71FL:cunene",2011,347,0.999820985811135,0.781728150267873,7.31362368214043
"AO71FL","AGO","cunene","AGO:AO71FL:cunene",2012,361,0.999820985811135,2.3458856007352,6.685578306601
"AO71FL","AGO","cunene","AGO:AO71FL:cunene",2014,361,0.999820985811135,3.32335345333774,6.74369844122006
"AO71FL","AGO","cunene","AGO:AO71FL:cunene",2015,112,0.999820985811135,3.95114493331211,6.67164077322423
"AO71FL","AGO","cuanzanorte","AGO:AO71FL:cuanzanorte",2015,116,0.999999942649103,14.0564881800775,29.0933863727368
"AO71FL","AGO","cuanzanorte","AGO:AO71FL:cuanzanorte",2012,404,0.999999942649103,15.1255991119848,20.1820657799202
"AO71FL","AGO","cuanzanorte","AGO:AO71FL:cuanzanorte",2013,396,0.999999942649103,15.8367495158724,20.072212617537
"AO71FL","AGO","cuanzanorte","AGO:AO71FL:cuanzanorte",2014,400,0.999999942649103,14.6073887941433,22.4613516712438
"AO71FL","AGO","moxico","AGO:AO71FL:moxico",2015,157,0.994928589816712,10.4165485922791,32.2593191792014
"AO71FL","AGO","moxico","AGO:AO71FL:moxico",2010,59,0.994928589816712,19.0380871284096,14.1333110337304
"AO71FL","AGO","uige","AGO:AO71FL:uige",2015,221,0.990831830440264,8.99426502291847,18.1088019662027
"AO71FL","AGO","uige","AGO:AO71FL:uige",2012,751,0.990831830440264,7.78087084284984,11.9399389126818
"AO71FL","AGO","uige","AGO:AO71FL:uige",2014,775,0.990831830440264,9.28984266208769,14.9064036932951
"AO71FL","AGO","uige","AGO:AO71FL:uige",2013,809,0.990831830440264,9.8174467012042,13.130246638861
"AO71FL","AGO","uige","AGO:AO71FL:uige",2011,748,0.990831830440264,3.609185193133,12.1533165855764
"AO71FL","AGO","cabinda","AGO:AO71FL:cabinda",2012,268,0.989121150411267,13.6936288774663,20.1487150302606
"AO71FL","AGO","cabinda","AGO:AO71FL:cabinda",2015,84,0.989121150411267,14.1413217183391,20.9487359609897
"AO71FL","AGO","cabinda","AGO:AO71FL:cabinda",2013,289,0.989121150411267,15.5723936496835,18.2134165538982
"AO71FL","AGO","cabinda","AGO:AO71FL:cabinda",2011,243,0.989121150411267,9.65980155854657,22.3509947805334
"AO71FL","AGO","cabinda","AGO:AO71FL:cabinda",2014,297,0.989121150411267,14.0657953222495,18.2655491346306
"AO71FL","AGO","cabinda","AGO:AO71FL:cabinda",2010,33,0.989121150411267,21.7936067031974,20.5593393919279
"AO71FL","AGO","cuandocubango","AGO:AO71FL:cuandocubango",2014,215,0.993348426606992,5.4670328996302,10.9339111676917
"AO71FL","AGO","cuandocubango","AGO:AO71FL:cuandocubango",2012,206,0.993348426606992,4.42441503529313,6.47290501910396
"AO71FL","AGO","cuandocubango","AGO:AO71FL:cuandocubango",2015,77,0.993348426606992,6.08270187677679,19.9231381652484
"AO71FL","AGO","cuandocubango","AGO:AO71FL:cuandocubango",2013,209,0.993348426606992,5.56608365482196,7.7037090096206
"AO71FL","AGO","cuandocubango","AGO:AO71FL:cuandocubango",2011,188,0.993348426606992,2.0958465758815,7.01422991434872
"AO71FL","AGO","cuanzanorte","AGO:AO71FL:cuanzanorte",2011,364,0.999999942649103,12.8236736081677,22.4823589144971
"AO71FL","AGO","cuanzanorte","AGO:AO71FL:cuanzanorte",2010,35,0.999999942649103,23.3371788908021,24.9824938639689
"AO71FL","AGO","uige","AGO:AO71FL:uige",2010,110,0.990831830440264,13.3925624640324,12.9475953197261
"AO71FL","AGO","luanda","AGO:AO71FL:luanda",2010,76,0.992143320635099,4.65734927926679,5.64370563941563
"AO71FL","AGO","cuandocubango","AGO:AO71FL:cuandocubango",2010,32,0.993348426606992,7.62808506006142,8.43097209960779
"AO71FL","AGO","cunene","AGO:AO71FL:cunene",2010,30,0.999820985811135,4.34054703670927,9.27155711495097
"AO71FL","AGO","bie","AGO:AO71FL:bie",2010,44,0.999999990109665,12.0133328613105,9.25796845431636
"AO71FL","AGO","lundasul","AGO:AO71FL:lundasul",2010,47,0.999901455189114,20.7913812863708,14.619937650995
"BU61FL","BDI","west","BDI:BU61FL:west",2009,1863,0.997454688368695,14.5948687200965,10.2695289096253
"BU61FL","BDI","west","BDI:BU61FL:west",2006,1707,0.997454688368695,32.0996059344636,11.290806871856
"BU61FL","BDI","west","BDI:BU61FL:west",2008,1894,0.997454688368695,18.9506583168897,10.931437527365
"BU61FL","BDI","west","BDI:BU61FL:west",2005,292,0.997454688368695,28.183639622514,10.7354827620722
"BU61FL","BDI","west","BDI:BU61FL:west",2010,483,0.997454688368695,16.020709062221,11.0792186117909
"BU61FL","BDI","west","BDI:BU61FL:west",2007,1840,0.997454688368695,22.5113805953901,11.3943393209451
"BU61FL","BDI","south","BDI:BU61FL:south",2009,2139,0.999642333080854,14.5948687200965,11.5821290937791
"BU61FL","BDI","south","BDI:BU61FL:south",2007,2183,0.999642333080854,22.5113805953901,25.4977701744785
"BU61FL","BDI","south","BDI:BU61FL:south",2008,2138,0.999642333080854,18.9506583168897,16.8480771349086
"BU61FL","BDI","south","BDI:BU61FL:south",2006,1949,0.999642333080854,32.0996059344636,41.5840658313183
"BU61FL","BDI","south","BDI:BU61FL:south",2010,512,0.999642333080854,16.020709062221,9.82063869803695
"BU61FL","BDI","south","BDI:BU61FL:south",2005,377,0.999642333080854,28.183639622514,57.588380955874
"BU61FL","BDI","centraleast","BDI:BU61FL:centraleast",2008,2845,0.996530600230396,18.9506583168897,20.8250256781333
"BU61FL","BDI","centraleast","BDI:BU61FL:centraleast",2007,2677,0.996530600230396,22.5113805953901,29.4944834229152
"BU61FL","BDI","centraleast","BDI:BU61FL:centraleast",2010,665,0.996530600230396,16.020709062221,12.6548495356827
"BU61FL","BDI","centraleast","BDI:BU61FL:centraleast",2006,2471,0.996530600230396,32.0996059344636,41.6127206842212
"BU61FL","BDI","centraleast","BDI:BU61FL:centraleast",2009,2822,0.996530600230396,14.5948687200965,14.7674743663304
"BU61FL","BDI","centraleast","BDI:BU61FL:centraleast",2005,414,0.996530600230396,28.183639622514,50.5675382968217
"BU61FL","BDI","north","BDI:BU61FL:north",2010,527,0.977066338426091,16.020709062221,17.3218008003249
"BU61FL","BDI","north","BDI:BU61FL:north",2008,2250,0.977066338426091,18.9506583168897,18.1816259952715
"BU61FL","BDI","north","BDI:BU61FL:north",2009,2162,0.977066338426091,14.5948687200965,16.4456284232197
"BU61FL","BDI","north","BDI:BU61FL:north",2007,2003,0.977066338426091,22.5113805953901,20.2497743224296
"BU61FL","BDI","north","BDI:BU61FL:north",2006,1995,0.977066338426091,32.0996059344636,22.6529961209604
"BU61FL","BDI","north","BDI:BU61FL:north",2005,396,0.977066338426091,28.183639622514,23.2274159373291
"BU61FL","BDI",,,2006,770,,,
"BU61FL","BDI",,,2008,854,,,
"BU61FL","BDI",,,2010,345,,,
"BU61FL","BDI",,,2009,947,,,
"BU61FL","BDI",,,2007,858,,,
"BU61FL","BDI",,,2005,2,,,
"BJ41FL","BEN",,,2001,1178,,,
"BJ41FL","BEN",,,2000,4631,,,
"BJ41FL","BEN","atlantique","BEN:BJ41FL:atlantique",2001,338,0.999999901874086,34.9623396136234,47.3540011921334
"BJ41FL","BEN","atlantique","BEN:BJ41FL:atlantique",2000,1250,0.999999901874086,32.5100969275283,46.0879349135447
"BJ51FL","BEN","alibori","BEN:BJ51FL:alibori",2004,1816,0.992517605139669,55.2000975910073,51.5046348055832
"BJ51FL","BEN","alibori","BEN:BJ51FL:alibori",2002,1736,0.992517605139669,57.0345537750528,41.8511424622216
"BJ51FL","BEN","alibori","BEN:BJ51FL:alibori",2003,1877,0.992517605139669,54.8183135149921,46.2066774077797
"BJ51FL","BEN","alibori","BEN:BJ51FL:alibori",2006,404,0.992517605139669,62.1732360625015,55.1951664156914
"BJ51FL","BEN","alibori","BEN:BJ51FL:alibori",2005,1540,0.992517605139669,58.5663163058486,55.9857442641356
"BJ51FL","BEN","alibori","BEN:BJ51FL:alibori",2001,449,0.992517605139669,57.0674238576739,35.7865331103057
"BJ51FL","BEN","atacora","BEN:BJ51FL:atacora",2002,2025,0.997505036448359,59.7231366970547,48.0976598834423
"BJ51FL","BEN","atacora","BEN:BJ51FL:atacora",2004,2022,0.997505036448359,58.5668269707526,65.2478749697441
"BJ51FL","BEN","atacora","BEN:BJ51FL:atacora",2006,451,0.997505036448359,65.2950932088848,74.7684132424309
"BJ51FL","BEN","atacora","BEN:BJ51FL:atacora",2005,1713,0.997505036448359,61.9527174154716,73.2531998937869
"BJ51FL","BEN","atacora","BEN:BJ51FL:atacora",2003,2049,0.997505036448359,58.460991551578,56.1292803594498
"BJ51FL","BEN","atacora","BEN:BJ51FL:atacora",2001,687,0.997505036448359,59.3964816249997,39.3287935790888
"BJ51FL","BEN","atlantique","BEN:BJ51FL:atlantique",2006,592,0.999999901874086,31.702637363198,41.0109819200345
"BJ51FL","BEN","atlantique","BEN:BJ51FL:atlantique",2005,2070,0.999999901874086,32.0931353484839,45.624595961625
"BJ51FL","BEN","atlantique","BEN:BJ51FL:atlantique",2003,2081,0.999999901874086,20.4041248870194,45.4617710898954
"BJ51FL","BEN","atlantique","BEN:BJ51FL:atlantique",2002,2112,0.999999901874086,44.7152765454243,47.1458264234948
"BJ51FL","BEN","atlantique","BEN:BJ51FL:atlantique",2004,2162,0.999999901874086,27.6534165091366,46.0490443002958
"BJ51FL","BEN","atlantique","BEN:BJ51FL:atlantique",2001,432,0.999999901874086,34.9623396136234,47.3540011921334
"BJ51FL","BEN","borgou","BEN:BJ51FL:borgou",2004,2163,0.993058872219387,45.9245393641061,56.1140088018992
"BJ51FL","BEN","borgou","BEN:BJ51FL:borgou",2002,2118,0.993058872219387,47.4098948906097,47.369508880971
"BJ51FL","BEN","borgou","BEN:BJ51FL:borgou",2006,479,0.993058872219387,51.9315851637033,65.1596490370014
"BJ51FL","BEN","borgou","BEN:BJ51FL:borgou",2003,2231,0.993058872219387,45.0453728311305,50.7941503211869
"BJ51FL","BEN","borgou","BEN:BJ51FL:borgou",2005,1951,0.993058872219387,49.3479871235058,62.3712448915308
"BJ51FL","BEN","borgou","BEN:BJ51FL:borgou",2001,446,0.993058872219387,47.9276219907059,41.3726105198325
"BJ51FL","BEN","collines","BEN:BJ51FL:collines",2006,278,0.993119736313317,46.430607849076,78.086025999182
"BJ51FL","BEN","collines","BEN:BJ51FL:collines",2002,1348,0.993119736313317,39.7842667728229,52.0889651704924
"BJ51FL","BEN","collines","BEN:BJ51FL:collines",2003,1415,0.993119736313317,38.3941763973416,57.4318254046064
"BJ51FL","BEN","collines","BEN:BJ51FL:collines",2004,1426,0.993119736313317,38.4059267161007,65.2417366976194
"BJ51FL","BEN","collines","BEN:BJ51FL:collines",2005,1305,0.993119736313317,43.0795796039976,74.1662688137742
"BJ51FL","BEN","collines","BEN:BJ51FL:collines",2001,338,0.993119736313317,41.9643776046589,46.0263076274546
"BJ51FL","BEN","couffo","BEN:BJ51FL:couffo",2005,1531,0.996263450174644,42.0757833162654,80.0000069906753
"BJ51FL","BEN","couffo","BEN:BJ51FL:couffo",2003,1786,0.996263450174644,37.5710247374719,59.0994924405004
"BJ51FL","BEN","couffo","BEN:BJ51FL:couffo",2004,1686,0.996263450174644,38.0094869087153,70.3760933946002
"BJ51FL","BEN","couffo","BEN:BJ51FL:couffo",2002,1781,0.996263450174644,39.5965453081,51.205050008295
"BJ51FL","BEN","couffo","BEN:BJ51FL:couffo",2006,399,0.996263450174644,45.8378807948775,82.4018795877909
"BJ51FL","BEN","couffo","BEN:BJ51FL:couffo",2001,437,0.996263450174644,39.6331988094584,46.8786851100155
"BJ51FL","BEN","donga","BEN:BJ51FL:donga",2005,990,0.995761909387225,57.0512711108011,70.9105386424814
"BJ51FL","BEN","donga","BEN:BJ51FL:donga",2002,1036,0.995761909387225,53.6013340207843,51.3299462670408
"BJ51FL","BEN","donga","BEN:BJ51FL:donga",2003,1020,0.995761909387225,51.3700370261839,56.0481567154946
"BJ51FL","BEN","donga","BEN:BJ51FL:donga",2004,1016,0.995761909387225,52.0909210762898,62.5169528646158
"BJ51FL","BEN","donga","BEN:BJ51FL:donga",2006,271,0.995761909387225,58.7040472994308,75.3779582797534
"BJ51FL","BEN","donga","BEN:BJ51FL:donga",2001,308,0.995761909387225,52.7923184421943,43.8293578228694
"BJ51FL","BEN","littoral","BEN:BJ51FL:littoral",2005,1195,0.99999993823044,32.0928484530429,27.7869965417904
"BJ51FL","BEN","littoral","BEN:BJ51FL:littoral",2002,1164,0.99999993823044,44.7155473384753,36.6343471037528
"BJ51FL","BEN","littoral","BEN:BJ51FL:littoral",2003,1243,0.99999993823044,20.4035535325109,32.6229420095659
"BJ51FL","BEN","littoral","BEN:BJ51FL:littoral",2001,296,0.99999993823044,34.9622600342462,37.7393827345949
"BJ51FL","BEN","littoral","BEN:BJ51FL:littoral",2006,291,0.99999993823044,31.7022950938405,23.0573387664732
"BJ51FL","BEN","littoral","BEN:BJ51FL:littoral",2004,1311,0.99999993823044,27.6530339034145,30.3480290323485
"BJ51FL","BEN","mono","BEN:BJ51FL:mono",2004,1284,0.983815615556298,30.1812893095029,62.7712871434596
"BJ51FL","BEN","mono","BEN:BJ51FL:mono",2003,1363,0.983815615556298,29.1248760522323,56.520130368482
"BJ51FL","BEN","mono","BEN:BJ51FL:mono",2005,1211,0.983815615556298,32.628610982744,66.1821202915562
"BJ51FL","BEN","mono","BEN:BJ51FL:mono",2002,1247,0.983815615556298,30.8808983374422,52.6003204122407
"BJ51FL","BEN","mono","BEN:BJ51FL:mono",2006,282,0.983815615556298,35.3194360110834,62.1585000145848
"BJ51FL","BEN","mono","BEN:BJ51FL:mono",2001,367,0.983815615556298,30.9682491008876,49.8813028512528
"BJ51FL","BEN","oueme","BEN:BJ51FL:oueme",2004,2392,0.990870158640424,28.5073877132573,32.5941105423568
"BJ51FL","BEN","oueme","BEN:BJ51FL:oueme",2002,2112,0.990870158640424,29.2127923824969,33.6926064567503
"BJ51FL","BEN","oueme","BEN:BJ51FL:oueme",2003,2288,0.990870158640424,27.7964929604465,32.1558061113056
"BJ51FL","BEN","oueme","BEN:BJ51FL:oueme",2005,2267,0.990870158640424,31.0514691352092,33.0485939520213
"BJ51FL","BEN","oueme","BEN:BJ51FL:oueme",2006,553,0.990870158640424,34.1432311707388,31.252084610601
"BJ51FL","BEN","oueme","BEN:BJ51FL:oueme",2001,589,0.990870158640424,29.549722934846,33.4589484033224
"BJ51FL","BEN","plateau","BEN:BJ51FL:plateau",2005,907,0.959725948601541,31.0514699654037,49.5728638583229
"BJ51FL","BEN","plateau","BEN:BJ51FL:plateau",2001,245,0.959725948601541,29.5497235160543,34.7732699253537
"BJ51FL","BEN","plateau","BEN:BJ51FL:plateau",2006,221,0.959725948601541,34.1432322233788,55.252545110003
"BJ51FL","BEN","plateau","BEN:BJ51FL:plateau",2003,1021,0.959725948601541,27.7964941498431,37.1723592899515
"BJ51FL","BEN","plateau","BEN:BJ51FL:plateau",2004,1036,0.959725948601541,28.5073884915759,42.3156388285857
"BJ51FL","BEN","plateau","BEN:BJ51FL:plateau",2002,983,0.959725948601541,29.2127921964608,35.7966314045671
"BJ51FL","BEN","zou","BEN:BJ51FL:zou",2003,2098,0.99975593719406,34.3244779604323,44.7915362457932
"BJ51FL","BEN","zou","BEN:BJ51FL:zou",2006,526,0.99975593719406,47.0702403250558,80.6129033531307
"BJ51FL","BEN","zou","BEN:BJ51FL:zou",2002,2013,0.99975593719406,25.5472699237279,37.5508277304334
"BJ51FL","BEN","zou","BEN:BJ51FL:zou",2005,1864,0.99975593719406,43.2711570325018,71.656395341734
"BJ51FL","BEN","zou","BEN:BJ51FL:zou",2004,2044,0.99975593719406,37.848709102982,57.7020398418327
